Source,Target,ODIS_ID,ODIS_PERS_ID,REL_PERS_REF_SURNAME,REL_PERS_REF_FIRST_NAME,Full Name,Birth Year,Birth Country,Birth Place,Death Year,Death Country,Death Place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,DUTCH,ENGLISH,FRENCH,GERMAN,LATIN,SPANISH,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,Birth Region,Death Region,Printing House,House Origion,House Note,Gender,Most Involved Role,Most Involved Language,Most Involved Period
36247,38908,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36247,38909,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36247,38015,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36250,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,42674,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36253,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38046,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36255,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,42656,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36258,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36259,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37667,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38692,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36262,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36263,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36264,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38824,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38827,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37551,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36272,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38191,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36274,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36275,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,42672,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,42673,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37558,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38711,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36280,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36281,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36282,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36283,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36284,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36285,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38078,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37952,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38848,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,36291,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37444,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38339,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38853,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37448,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,42184,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,42698,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38859,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38732,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37582,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37968,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38865,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38738,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,40272,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38615,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37350,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,37352,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,40168,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38764,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,39664,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,39666,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38908,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38909,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
43671,38015,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,42674,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36253,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,38046,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36255,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,42656,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36258,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36259,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,37667,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,38692,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36262,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36263,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36264,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,38824,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,38827,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,37551,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36272,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,38191,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36274,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36275,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,42672,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,42673,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,37558,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,38711,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36280,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
36250,36281,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
