Source,Target,ODIS_ID,ODIS_PERS_ID,REL_PERS_REF_SURNAME,REL_PERS_REF_FIRST_NAME,Full Name,Birth Year,Birth Country,Birth Place,Death Year,Death Country,Death Place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,DUTCH,ENGLISH,FRENCH,GERMAN,LATIN,SPANISH,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,Birth Region,Death Region,Printing House,House Origion,House Note,Gender,Most Involved Role,Most Involved Language,Most Involved Period
37648,38711,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36280,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36281,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36282,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36283,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36284,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36285,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38078,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37952,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38848,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,36291,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37444,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38339,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38853,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37448,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,42184,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,42698,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38859,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38732,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37582,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37968,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38865,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38738,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,40272,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38615,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37350,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,37352,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,40168,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38764,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,39664,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,39666,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38908,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38909,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
37648,38015,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36244,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36246,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36247,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,43671,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36250,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,42674,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36253,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,38046,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36255,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,42656,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36258,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36259,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,37667,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,38692,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36262,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36263,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,36264,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,38824,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
38290,38827,119280,119280,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
