Name,ID,[Birth Place] Location Reference,Birth Place,[Birth Place] Geometry,Birth Geometry,[Death Place] Location Reference,Death Place,[Death Place] Geometry,Death Geometry
Robert de Rantre,124444,,,,,,,,
Alard de Bachy,124441,,,,,,,,
Jacobus Zagarus,124385,,,,,,,,
Richard Burke,124384,,,,,,,,
Patricius Donvanus,124383,,,,,,,,
William Thirry,124382,,,,,,,,
Marc Tevre,124381,,,,,,,,
Claude Museur,124380,,,,,,,,
Antoine Maillart,124379,,,,,,,,
Grégoire de Liege,124378,,,,,,,,
Mathias Hourier,124377,,,,,,,,
Bertin Fournier,124376,,,,,,,,
Jean des Loix,124375,,,,,,,,
Georges de Joncheere,124374,,,,,,,,
Jacques de Houst,124373,,,,,,,,
Antoine de Cardon,124372,,,,,,,,
Henry Beuzeignies,124371,,,,,,,,
Pierre Vander Tombe,124346,,,,,,,,
Michel Vanden Houte,124344,,,,,,,,
Paul Taintenier,124342,,,,,,,,
Ignacio de Brizuela,124341,Soria (ES),Soria,"{""type"": ""Point"", ""coordinates"": [-2.46883011, 41.76401138]}","-2.46883011, 41.76401138",Madrid (ES),Madrid,"{""type"": ""Point"", ""coordinates"": [-3.7025599500000004, 40.41650009]}","-3.7025599500000004, 40.41650009"
G. de Le Nort,124340,,,,,,,,
Charles Robert de Bacquehem,124339,,,,,,,,
Jacques Norman,124338,,,,,,,,
Adrien de Bacquehem,124337,,,,,,,,
Martin Mairesse,124335,,,,,,,,
Walter Lebrant,124334,,,,,,,,
Hendrik Van Cuyck,124331,,,,,,,,
Philippe Carpentier,124330,,,,,,,,
Jean de Monceaux,124329,,,,,,,,
Bernardino Stefonio,124319,,,,,,,,
Engelbert Masius,124318,,,,,,,,
Prospero Farinacci,124317,,,,,,,,
Henri de Koker,124316,,,,,,,,
Claude Dausque,124314,Saint-Omer (FR),Saint-Omer,"{""type"": ""Point"", ""coordinates"": [2.25, 50.75]}","2.25, 50.75",Tournai (BE),Tournai,"{""type"": ""Point"", ""coordinates"": [3.3893199, 50.60715103]}","3.3893199, 50.60715103"
Martin Carpelius,124310,,,,,,,,
Cornelius Canterus,124309,,,,,,,,
Richard Hudleston,124308,Lancashire (GB),Lancashire,"{""type"": ""Point"", ""coordinates"": [-2.6, 53.8]}","-2.6, 53.8",,,,
Amand d'Anvaing,124307,,,,,,,,
Marie de Melun,124299,,,,,,,,
Philippe Van Damme,124295,,,,,,,,
Jean Volcart,124294,,,,,,,,
Henri de Comont,124293,,,,,,,,
Jacques Garin,124292,,,,,,,,
D.G.L. Nort,124291,,,,,,,,
Marie de La Hovardrie,124290,,,,,,,,
Jeanne de La Hovardrie,124289,,,,,,,,
Anne de Ligne,124288,,,,,,,,
Sébastien Michaelis,124287,,,,,,,,
Antonius de Hennin,124286,Valenciennes (FR),Valenciennes,"{""type"": ""Point"", ""coordinates"": [3.5333299599999997, 50.34999847000001]}","3.5333299599999997, 50.34999847000001",Ieper (BE),Ieper,"{""type"": ""Point"", ""coordinates"": [2.88568997, 50.85113907]}","2.88568997, 50.85113907"
Jacobus Valdesius,124285,,,,,,,,
Rodrigo Suarez,124284,,,,,,,,
Baltazar de Canizal,124283,,,,,,,,
S. Barbier,124282,,,,,,,,
G. Baussonnet,124281,,,,,,,,
C. Gillat,124280,,,,,,,,
Rémy Fournival,124279,,,,,,,,
N. Bergier,124278,,,,,,,,
Louis de Lorraine,124277,,,,,,,,
Jean Lespagnol,124276,,,,,,,,
Barthélemy Jacquinot,124275,,,,,,,,
Maximilien Thieulaine,124274,,,,,,,,
Jean Du Fay,124273,,,,,,,,
Lieven Pontanus,124272,,,,,,,,
François Triverius,124271,,,,,,,,
Eustache d'Aoust,124270,,,,,,,,
Simon Damblain,124269,,,,,,,,
Gonzalo de Barnuevo,124267,,,,,,,,
Adriaan Stalpaerts,124266,,,,,,,,
Domingo Bañez,124265,,,,,,,,
Jean Castel,124264,,,,,,,,
Jacques de Venduille,124263,,,,,,,,
Jodocus Lorichius,124262,,,,,,,,
Augustin Lenglet,124261,,,,,,,,
Jean Soteaulx,124260,,,,,,,,
Jean Herrens,124259,,,,,,,,
Richard Stanihurst,124258,Dublin (IE),Dublin,"{""type"": ""Point"", ""coordinates"": [-6.24888992, 53.33306122]}","-6.24888992, 53.33306122",,,,
Petrus Tossinianensis,124256,,,,,,,,
John Barnes,124255,Norfolk (GB),Norfolk,"{""type"": ""Point"", ""coordinates"": [1.0, 52.66666667]}","1.0, 52.66666667",Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
García Jiménez de Cisneros,124254,,,,,,,,
Vincent Longue-Espée,124253,,,,,,,,
Ferry de Carondelet,124252,,,,,,,,
Sieur de Lestocquoy,124251,,,,,,,,
Baudry de Thérouanne,124250,,,,,,,,
Henry Holland,124209,Daventry (GB),Daventry,"{""type"": ""Point"", ""coordinates"": [-1.16066003, 52.25688171]}","-1.16066003, 52.25688171",Pecquencourt (FR),Pecquencourt,"{""type"": ""Point"", ""coordinates"": [3.2127699899999995, 50.37850189000001]}","3.2127699899999995, 50.37850189000001"
Ferdinand of Bavaria,124207,,,,,,,,
Eberhard Henot,124206,,,,,,,,
Gerard Corselius,124205,,,,,,,,
Jean de Bretigny,124204,,,,,,,,
Isabeau de Broide,124203,,,,,,,,
Joannes Sardonius,124202,,,,,,,,
Pierre Pijart,124201,,,,,,,,
Jan Neyen,124200,,,,,,,,
Gautier Paullus,124199,Huy (BE),Huy,"{""type"": ""Point"", ""coordinates"": [5.23284006, 50.51893997]}","5.23284006, 50.51893997",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
François de Montmorency,124198,Aire-sur-la-Lys (FR),Aire-sur-la-Lys,"{""type"": ""Point"", ""coordinates"": [2.39876008, 50.63871002]}","2.39876008, 50.63871002",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Pietro Giacomo Bacci,124197,,,,,,,,
Antoine Lespagnol,124196,,,,,,,,
Jean Le Prevost,124195,,,,,,,,
Alfonso de Azevedo,124194,,,,,,,,
Francis di Pietro di Bernardone,124193,,,,,,,,
Thomas Feyens,124192,,,,,,,,
Libert Froimont,124191,,,,,,,,
Petrus Castellanus,124190,Geraardsbergen (BE),Geraardsbergen,"{""type"": ""Point"", ""coordinates"": [3.88223004, 50.77342987000001]}","3.88223004, 50.77342987000001",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Gérard de Villiers,124189,,,,,,,,
Christian Druve,124188,,,,,,,,
Pierre Dorland,124187,Diest (BE),Diest,"{""type"": ""Point"", ""coordinates"": [5.05062008, 50.98923110999999]}","5.05062008, 50.98923110999999",Halen (BE),Halen,"{""type"": ""Point"", ""coordinates"": [5.11096001, 50.94837189]}","5.11096001, 50.94837189"
Jean de Coudenberghe,124186,,,,,,,,
Théodoric Paunet,124185,,,,,,,,
Josse Triest,124180,,,,,,,,
Nicolas Triest,124179,,,,,,,,
Charles de Bourgogne,124178,,,,,,,,
Claude d'Oigniez,124177,,,,,,,,
Lewis Williams,124176,,,,,,,,
Pierre Porcelet,124175,,,,,,,,
André Van Veurne,124174,,,,,,,,
Erasme Van Quickelberghe,124173,,,,,,,,
François d'Oresmieux,124172,,,,,Arras (FR),Arras,"{""type"": ""Point"", ""coordinates"": [2.78186011, 50.29301071]}","2.78186011, 50.29301071"
Severin Rubéric,124171,,,,,,,,
André Struellens,124170,,,,,,,,
Jean Creton,124169,,,,,,,,
Jean de Saint-Laurens,124168,,,,,,,,
Biagio Palma,124167,Fara in Sabina (IT),Fara in Sabina,"{""type"": ""Point"", ""coordinates"": [12.729180339999997, 42.20893097]}","12.729180339999997, 42.20893097",Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
Johannes Molanus,124165,Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Jean Le Pessier,124164,Tournai (BE),Tournai,"{""type"": ""Point"", ""coordinates"": [3.3893199, 50.60715103]}","3.3893199, 50.60715103",Tournai (BE),Tournai,"{""type"": ""Point"", ""coordinates"": [3.3893199, 50.60715103]}","3.3893199, 50.60715103"
Vincenzo Filliucci,124163,,,,,,,,
Nicolas de Rebbe,124161,Ath (BE),Ath,"{""type"": ""Point"", ""coordinates"": [3.7780098900000003, 50.62937164]}","3.7780098900000003, 50.62937164",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Samuel Buirette,124159,,,,,,,,
Giovanni Antanio Palazzo,124158,,,,,,,,
François d'Heur,124157,,,,,,,,
Nicolas d'Heur,124156,,,,,Namur (BE),Namur,"{""type"": ""Point"", ""coordinates"": [4.86745977, 50.466899870000006]}","4.86745977, 50.466899870000006"
Tommaso de Vio,124146,Gaeta (IT),Gaeta,"{""type"": ""Point"", ""coordinates"": [13.57081985, 41.21408081]}","13.57081985, 41.21408081",,,,
Simon Verleept,124145,,,,,,,,
Antoine Levêque,124144,,,,,,,,
Jacques de le Court,124143,,,,,,,,
Jean Lambert,124141,,,,,,,,
Adam Walter,124140,,,,,,,,
Robert d'Ostelart,124139,,,,,,,,
Charles Hanoy,124138,,,,,,,,
Étienne Luzvic,124137,,,,,,,,
Giovanni de San Gemignano,124136,,,,,,,,
Juan de Jesús Maria,124135,,,,,,,,
Isidore de Saint-Joseph,124134,,,,,,,,
Matthieu Facon,124133,,,,,,,,
Guillaume Du Mont,124132,,,,,,,,
Eloi Desannois,124131,,,,,,,,
Jean Chapeauville,124130,,,,,,,,
Jacques Christiaens,124129,,,,,,,,
Arnold Plançon,124128,,,,,,,,
F.G. de Lattefoeur,124127,,,,,,,,
Moreau Balduin,124126,,,,,,,,
Jean Foucard,124125,,,,,,,,
Léger Tison,124124,,,,,,,,
Charles d'Urselle,124123,,,,,,,,
Elias Pecqueur,124122,,,,,,,,
Jan Bastonier,124121,,,,,,,,
Louis Garon,124120,Genève (CH),Genève,"{""type"": ""Point"", ""coordinates"": [6.1456899599999995, 46.20222092]}","6.1456899599999995, 46.20222092",,,,
Robert Salmon,124119,Ranchicourt (FR),Ranchicourt,"{""type"": ""Point"", ""coordinates"": [2.55690002, 50.43558884]}","2.55690002, 50.43558884",,,,
Pierre Fremin,124115,,,,,,,,
Jean Waterloop,124113,,,,,,,,
Jean Ver Hofstadt,124112,,,,,,,,
André Vanden Vyvere,124109,,,,,,,,
Antoine Laubegeois,124108,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Matthaeus Kinckius,124106,,,,,,,,
Jacques Vanden Kerchove,124105,,,,,,,,
Pierre Trystram,124104,,,,,,,,
Marc Serurier,124102,,,,,,,,
Gabriel de Saint Hilaire,124100,,,,,,,,
J. Valdor,124099,,,,,,,,
Manuel de Sá,124098,Vila do Conde (PT),Vila do Conde,"{""type"": ""Point"", ""coordinates"": [-8.74339962, 41.35480881]}","-8.74339962, 41.35480881",Arona (IT),Arona,"{""type"": ""Point"", ""coordinates"": [8.55714989, 45.75889969]}","8.55714989, 45.75889969"
Robert Malebrancque,124097,,,,,,,,
Pierre Du Fay,124095,,,,,,,,
Pierre Regnart,124094,,,,,,,,
Antoine Prevost,124093,,,,,,,,
Anselme Philippi,124092,,,,,,,,
Gilles Petit,124091,,,,,,,,
Servais Noletz,124089,,,,,,,,
Robert de Maude,124088,,,,,,,,
Rodolphe Lokeman,124086,,,,,,,,
Nicolas Le Long,124084,,,,,,,,
Carolus De Visch,124081,,,,,,,,
Mathias Vanden Kerchove,124080,,,,,,,,
Jacob Tacq,124077,,,,,,,,
Matthias Martinez van Waucquier,124076,,,,,,,,
Richard de Saint-Laurent,124075,,,,,,,,
Josse Reyfinns,124074,,,,,,,,
Philippe Leuridan,124068,,,,,,,,
Pierre de La Rue,124060,,,,,,,,
Jean Laden,124058,,,,,,,,
Ottavio Hermanni,124057,,,,,,,,
Antoine de Haynin,124056,,,,,,,,
Antoine Graux,124055,,,,,,,,
Franciscus Ghislenus,124054,,,,,,,,
Leo Gheux,124053,,,,,,,,
Augustin Gaudhondt,124052,,,,,,,,
Jean Flamen,124051,,,,,,,,
Joannes Feverius,124050,,,,,,,,
Antonio Fernandes de Moure,124045,,,,,,,,
Ghislain Engrand,124042,,,,,,,,
Pierre du Toict,124040,,,,,,,,
Philippe du Toict,124039,,,,,,,,
Paulin du Fumier,124037,,,,,,,,
Nicolaus Danel,124035,,,,,,,,
Liévin Cambry,124034,,,,,,,,
Jean Calver,124032,,,,,,,,
Nicolas Brimberg,124030,,,,,,,,
William Bishop,124029,Warwick (GB),Warwick,"{""type"": ""Point"", ""coordinates"": [-1.58333004, 52.28332901]}","-1.58333004, 52.28332901",Schwäbisch Hall (DE),Schwäbisch Hall,"{""type"": ""Point"", ""coordinates"": [9.73908043, 49.1112709]}","9.73908043, 49.1112709"
Gèry Beharel,124027,,,,,,,,
Georgius Calander,124026,,,,,,,,
Ange de Nivelle,124022,,,,,,,,
Jean du Jardin,124021,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Valenciennes (FR),Valenciennes,"{""type"": ""Point"", ""coordinates"": [3.5333299599999997, 50.34999847000001]}","3.5333299599999997, 50.34999847000001"
Pierre Warlusel,123973,,,,,,,,
Claude de Wancquetin,123972,,,,,,,,
Jacques Vrancx,123971,,,,,,,,
Vincent de Beauvais,123970,,,,,,,,
Antoine Van Wambeke,123969,,,,,,,,
Romain Van Waesberghe,123968,,,,,,,,
Willem van Oonsel,123967,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Gent (BE),Gent,"{""type"": ""Point"", ""coordinates"": [3.7166700400000003, 51.04999924]}","3.7166700400000003, 51.04999924"
Jan Timmermans,123966,,,,,,,,
Jacques Stephani,123964,,,,,,,,
Alexandre Schoorman,123963,,,,,,,,
Francis Savage,123962,,,,,,,,
Lambert Roymans,123961,,,,,,,,
Antoine Rossignol,123960,,,,,,,,
Bernard Michiels,123959,,,,,,,,
Archange Michel,123957,,,,,,,,
François Martin,123956,,,,,,,,
Paulus Marcelis,123955,,,,,,,,
Philippe Malapert,123954,Mons (BE),Mons,"{""type"": ""Point"", ""coordinates"": [3.95229006, 50.45412827]}","3.95229006, 50.45412827",Roeulx (BE),Roeulx,"{""type"": ""Point"", ""coordinates"": [4.11162996, 50.50365067]}","4.11162996, 50.50365067"
Josse Luytens,123953,,,,,,,,
François Louvignie,123952,,,,,,,,
Gilles Lombaert,123951,,,,,,,,
François de Locre,123950,,,,,,,,
Lambert Lobbetius,123949,,,,,,,,
Jacob de Weert,123948,,,,,,,,
Thomas de Leu,123947,,,,,,,,
François Le Roy,123946,,,,,,,,
Jean Le Cocq,123945,,,,,,,,
Pierre Le Bacque,123944,,,,,,,,
Hubert de Larsille,123943,,,,,,,,
Philippe de La Croix,123942,Valenciennes (FR),Valenciennes,"{""type"": ""Point"", ""coordinates"": [3.5333299599999997, 50.34999847000001]}","3.5333299599999997, 50.34999847000001",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Martin Jooris,123941,,,,,,,,
Jacques Joneau,123940,,,,,,,,
Nicolas Johi,123939,,,,,,,,
Hubert Honoré,123938,Tournai (BE),Tournai,"{""type"": ""Point"", ""coordinates"": [3.3893199, 50.60715103]}","3.3893199, 50.60715103",,,,
Antoine Heuvel,123937,,,,,,,,
Jean Hediart,123936,,,,,,,,
Georges de Haffrengues,123935,,,,,,,,
Pierre de Gusman,123934,,,,,,,,
Josse Gillis,123933,,,,,,,,
Gabriel Gaillet,123932,,,,,,,,
Claude Frassen,123931,,,,,,,,
Antoine Franc-Ville,123930,,,,,,,,
Jacques Franchois,123929,,,,,,,,
Pierre Finet,123928,,,,,,,,
Petrus Fabricius,123927,,,,,,,,
Philippe du Quesnoy,123925,,,,,,,,
Guillaume du Hamel,123924,,,,,,,,
Laurent Du Chastel,123923,,,,,,,,
François des Mares,123922,,,,,,,,
Jean de Raet,123921,,,,,,,,
Philippe de Broide,123918,Aire-sur-la-Lys (FR),Aire-sur-la-Lys,"{""type"": ""Point"", ""coordinates"": [2.39876008, 50.63871002]}","2.39876008, 50.63871002",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Jean Le Gillon,123917,,,,,,,,
Bauduin Deglin,123916,,,,,,,,
Johannes Craesbeck,123914,,,,,,,,
Jacques Cocquide,123912,,,,,,,,
Nicolas Cocquerelle,123911,,,,,,,,
Philippe François,123910,,,,,,,,
Jean Careau,123909,,,,,,,,
Georges Calendries,123908,,,,,,,,
Balthasar Fontaine,123907,,,,,,,,
Nicolas Breydel,123906,,,,,,,,
Niccolò Aurifico,123905,,,,,,,,
Gaspar Brauwer,123904,,,,,,,,
Charles Borromée Boucquel,123903,,,,,,,,
Olivier Bonnaert,123902,,,,,,,,
Simon de Ray,123901,,,,,,,,
Charles Bloome,123900,,,,,,,,
Jacques du Mont,123899,,,,,,,,
Guillaume Bertrandinus,123898,,,,,,,,
Antoine Benedic,123897,,,,,,,,
Hubert Drusius,123896,,,,,,,,
Florent Diricqz,123895,,,,,,,,
Henri de Bacquehem,123894,,,,,,,,
Jean De Witte,123893,,,,,,,,
Géry Despretz,123892,,,,,,,,
Pierre De Smidt,123891,,,,,,,,
Vincent Colle,123890,,,,,,,,
François Caucius,123889,,,,,,,,
Valentin Carlier,123888,,,,,,,,
Léger Cardon,123887,,,,,,,,
François Vust,123886,,,,,,,,
Jean Vermeere,123885,,,,,,,,
André Vanden Hecke,123884,,,,,,,,
Jean Van Belle,123882,,,,,,,,
Christophe Bossaert,123881,,,,,,,,
François Bocquet,123880,,,,,,,,
Jean Tixier de Ravisy,123879,,,,,,,,
Guillaume Bloem,123878,,,,,,,,
Domingo de Soto,123876,Segovia (ES),Segovia,"{""type"": ""Point"", ""coordinates"": [-4.11667013, 40.95000076]}","-4.11667013, 40.95000076",Salamanca (ES),Salamanca,"{""type"": ""Point"", ""coordinates"": [-5.6500001, 40.96667099]}","-5.6500001, 40.96667099"
Francisco de Avila,123875,,,,,,,,
Pierre Sohier,123874,,,,,,,,
Pierre Rumault,123872,,,,,,,,
Georges Roelof,123870,,,,,,,,
Pierre Halloix,123869,Liège (BE),Liège,"{""type"": ""Point"", ""coordinates"": [5.5674901, 50.63373184]}","5.5674901, 50.63373184",Liège (BE),Liège,"{""type"": ""Point"", ""coordinates"": [5.5674901, 50.63373184]}","5.5674901, 50.63373184"
Francisco Ribera,123868,Villacastín (ES),Villacastín,"{""type"": ""Point"", ""coordinates"": [-4.41356993, 40.77959824]}","-4.41356993, 40.77959824",Salamanca (ES),Salamanca,"{""type"": ""Point"", ""coordinates"": [-5.6500001, 40.96667099]}","-5.6500001, 40.96667099"
Antoine Pimpresel,123867,,,,,,,,
Georges Peugniet,123866,,,,,,,,
François Persyn,123864,,,,,,,,
Étienne Patin,123863,,,,,,,,
Pierre Olivier,123862,,,,,,,,
Claude Morel,123859,,,,,,,,
Pierre Middelem,123858,,,,,,,,
Walerand de Mey,123857,,,,,,,,
Robert Wullins,123856,,,,,,,,
Edward Williamson,123855,,,,,,,,
Philippe Meurant,123854,,,,,,,,
Jacques Martin,123853,,,,,,,,
Pierre Macquet,123851,,,,,,,,
Pierre Lernould,123850,,,,,,,,
Pierre de Le Court,123849,,,,,,,,
Jean Wart,123848,,,,,,,,
Jacques Vander Mynsbrugghe,123847,,,,,,,,
Gilbert de Lalobbe,123846,,,,,,,,
Jacques de Laderierre,123845,,,,,,,,
Louis Brouart,123844,Aire-sur-la-Lys (FR),Aire-sur-la-Lys,"{""type"": ""Point"", ""coordinates"": [2.39876008, 50.63871002]}","2.39876008, 50.63871002",Cambrai (FR),Cambrai,"{""type"": ""Point"", ""coordinates"": [3.2333300100000004, 50.16667175]}","3.2333300100000004, 50.16667175"
Pierre Du Parque,123843,,,,,,,,
Julius Seneca,123842,,,,,,,,
Martin Sebastiani,123841,,,,,,,,
Jean d'Ivoire,123840,,,,,,,,
Michel Scivel,123839,,,,,,,,
Jacques Rythovius,123838,,,,,,,,
Noël Goffin,123837,,,,,,,,
Paschase Genain,123836,,,,,,,,
Jean Denys Roymans,123835,,,,,,,,
Bernardino Gauslini,123834,,,,,,,,
C. Gosin,123833,,,,,,,,
W. Reich,123832,,,,,,,,
Baudoin Fontaine,123831,,,,,,,,
Jacques du Toict,123830,,,,,,,,
Robert du Puis,123829,,,,,,,,
Jean du Coulombier,123828,,,,,,,,
Cornelis Roos,123827,,,,,,,,
Adrien Druet,123826,,,,,,,,
Jacques Desperies,123824,,,,,,,,
Philippe Reignart,123823,,,,,,,,
Augustin des Mons,123822,,,,,,,,
Jacques Desgrullier,123821,,,,,,,,
David Pureur,123820,,,,,,,,
Nicolas Descamps,123819,,,,,,,,
Pierre Prevost,123818,,,,,,,,
Jacques de Hurter,123817,,,,,,,,
Arnold Planchon,123816,,,,,,,,
Martin de Hooghe,123815,,,,,,,,
Pierre Daverout,123814,,,,,,,,
Etienne Coquot,123813,,,,,,,,
François-Hyacinthe Choquet,123812,Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689",Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006"
Philippe Chombar,123810,,,,,,,,
Renutius de Mauville,123808,,,,,,,,
Theodoor Galle,123807,,,,,,,,
Philippe Cantineau,123806,,,,,,,,
Pierre Broux,123805,,,,,,,,
Gaspard Brauwere,123804,,,,,,,,
Jacques Blan-pain,123803,,,,,,,,
Anselme Bernard,123802,,,,,,,,
Pierre Bersuire,123801,,,,,,,,
Guillaume de Beaucamp,123800,,,,,,,,
Pierre Phalaesius,123799,,,,,,,,
Robert Agache,123798,,,,,,,,
Charles Mallapert,123797,,,,,,,,
Nicolas Woyen,123796,,,,,,,,
Nicolas de Bourgogne,123795,,,,,,,,
Jacobus Cornelius Van Lummene van Marcke,123794,Gent (BE),Gent,"{""type"": ""Point"", ""coordinates"": [3.7166700400000003, 51.04999924]}","3.7166700400000003, 51.04999924",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Nicolas de Le Vallée,123793,,,,,,,,
Jean l'Escornet,123792,,,,,,,,
Jean Vander Muelen,123791,,,,,,,,
Philippe Le Maire,123790,,,,,,,,
Antoine Le Grand,123789,,,,,,,,
Joannes a Castro,123788,,,,,,,,
C.J. Gallemart,123787,,,,,,,,
Sebastien Le Grain,123786,,,,,,,,
Matthieu Raimaker,123785,,,,,,,,
François Pieretz,123784,,,,,,,,
Jacques Picquet,123783,,,,,,,,
Barthélémy Peeters,123782,Tienen (BE),Tienen,"{""type"": ""Point"", ""coordinates"": [4.93779993, 50.80744171]}","4.93779993, 50.80744171",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Antoine de La Motte,123781,,,,,,,,
Jean Montpellier,123780,Liège (BE),Liège,"{""type"": ""Point"", ""coordinates"": [5.5674901, 50.63373184]}","5.5674901, 50.63373184",Namur (BE),Namur,"{""type"": ""Point"", ""coordinates"": [4.86745977, 50.466899870000006]}","4.86745977, 50.466899870000006"
Philippe Lufin,123779,,,,,,,,
Marcos de Los Huertos,123778,,,,,,,,
Vindicien Le Grand,123777,,,,,,,,
Christopher Knaresbourough,123776,,,,,,,,
Nicolas Imbert,123774,,,,,,,,
Guillaume Van Pamele,123772,,,,,,,,
Gajus Antonius Hoppers,123771,,,,,,,,
Gregorius Hoppers,123770,,,,,,,,
G. Van Schoor,123769,,,,,,,,
Claude Du Vivier,123768,,,,,,,,
Joachim Hoppers,123767,,,,,,,,
Jeremias Drexel,123766,Augsburg (DE),Augsburg,"{""type"": ""Point"", ""coordinates"": [10.88333035, 48.3666687]}","10.88333035, 48.3666687",München (DE),München,"{""type"": ""Point"", ""coordinates"": [11.57549, 48.13742828]}","11.57549, 48.13742828"
Jean de Roucq,123764,,,,,,,,
Jean Dassonval,123763,,,,,,,,
Hermannus Hertianius,123762,,,,,,,,
Jean Hachez,123760,,,,,,,,
Pierre du Pret,123759,Valenciennes (FR),Valenciennes,"{""type"": ""Point"", ""coordinates"": [3.5333299599999997, 50.34999847000001]}","3.5333299599999997, 50.34999847000001",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Nicolas Bernard,123758,,,,,,,,
Jakob Gretser,123757,Markdorf (DE),Markdorf,"{""type"": ""Point"", ""coordinates"": [9.39027977, 47.71915817]}","9.39027977, 47.71915817",Ingolstadt (DE),Ingolstadt,"{""type"": ""Point"", ""coordinates"": [11.42372036, 48.76507949999999]}","11.42372036, 48.76507949999999"
Arnould de Raisse,123755,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Jean Gallemart,123754,Frameries (BE),Frameries,"{""type"": ""Point"", ""coordinates"": [3.89602995, 50.40578079]}","3.89602995, 50.40578079",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Barthelemy de La Mère de Dieu,123753,,,,,,,,
Bernard Bardon,123752,Limoges (FR),Limoges,"{""type"": ""Point"", ""coordinates"": [1.25779998, 45.83153152]}","1.25779998, 45.83153152",Limoges (FR),Limoges,"{""type"": ""Point"", ""coordinates"": [1.25779998, 45.83153152]}","1.25779998, 45.83153152"
Charles Farvacqz,123751,,,,,,,,
Pierre Doudelet,123750,,,,,,,,
Pierre d'Arras,123749,,,,,,,,
Gaspard De Witte,123747,,,,,,,,
Andreas Hatu,123746,,,,,,,,
Gilles Descamps,123745,,,,,,,,
Jean de Montmorency,123744,,,,,,,,
Josse De Mayere,123743,,,,,,,,
Philippe de Vliesberghe,123742,,,,,,,,
Francisco de Vitoria,123741,,,,,,,,
Jacques De Conynck,123740,,,,,,,,
Georges Vander Brandt,123739,,,,,,,,
Elisée Vanden Steene,123738,,,,,,,,
Leonard Vanden Kerchove,123737,,,,,,,,
Jan Van Asseldonck,123735,,,,,,,,
Matthieu Trivier,123734,,,,,,,,
Jacques Trenchant,123733,,,,,,,,
Antoine Beharel,123732,,,,,,,,
Stephen Barnes,123731,,,,,,,,
Jacopo Sannazaro,123730,Napoli (IT),Napoli,"{""type"": ""Point"", ""coordinates"": [14.25, 40.83332825]}","14.25, 40.83332825",Napoli (IT),Napoli,"{""type"": ""Point"", ""coordinates"": [14.25, 40.83332825]}","14.25, 40.83332825"
Servais de Pire,123729,,,,,,,,
François d'Averoult,123728,,,,,,,,
Philippe de Harvengt,123727,,,,,,,,
